                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                 0.7464,                0.36052,                0.93203,                0.92191,                0.88663,                0.93566,                0.62104,                 1.2975,                0.52781,                 1.2843,              0.0050896,              0.0050896,              0.0050896
                    126,                 0.7427,                0.35775,                0.93354,                0.91769,                0.88762,                0.93397,                0.62067,                 1.2992,                0.53166,                 1.2931,                0.00505,                0.00505,                0.00505
                    127,                0.74481,                0.35784,                0.93001,                0.92391,                 0.8839,                0.93581,                0.62136,                  1.294,                0.52827,                 1.2931,              0.0050104,              0.0050104,              0.0050104
                    128,                0.73901,                0.35455,                0.93224,                0.92572,                0.88467,                 0.9365,                 0.6178,                 1.2962,                0.52448,                 1.2933,              0.0049708,              0.0049708,              0.0049708
                    129,                0.73528,                0.35301,                0.92478,                0.92177,                0.89016,                0.93733,                  0.619,                 1.2989,                0.52301,                 1.2906,              0.0049312,              0.0049312,              0.0049312
                    130,                0.73483,                 0.3566,                0.92673,                0.90472,                0.89719,                0.93757,                0.62171,                 1.2931,                0.52753,                 1.2884,              0.0048916,              0.0048916,              0.0048916
                    131,                0.72995,                0.35139,                0.92675,                0.92446,                0.88552,                0.93777,                0.62227,                 1.3015,                0.52978,                 1.3056,               0.004852,               0.004852,               0.004852
                    132,                0.72506,                0.35095,                0.92022,                0.92723,                  0.883,                0.93945,                 0.6231,                 1.2953,                0.52351,                 1.3021,              0.0048124,              0.0048124,              0.0048124
                    133,                0.72189,                0.34818,                0.92353,                0.91478,                0.89579,                0.93653,                0.62353,                 1.2959,                0.52641,                 1.3021,              0.0047728,              0.0047728,              0.0047728
                    134,                 0.7122,                0.34584,                0.91968,                0.90323,                0.89585,                0.93614,                0.62201,                 1.2969,                0.52579,                 1.2947,              0.0047332,              0.0047332,              0.0047332
                    135,                0.71736,                0.34621,                0.92326,                0.92485,                0.87624,                0.93509,                0.62101,                 1.2961,                0.53398,                 1.3072,              0.0046936,              0.0046936,              0.0046936
                    136,                0.70367,                0.34137,                0.91707,                0.91403,                0.89301,                0.93634,                0.62071,                    1.3,                 0.5282,                 1.3036,               0.004654,               0.004654,               0.004654
                    137,                0.70815,                0.34266,                0.91491,                0.91278,                0.89169,                0.93413,                0.61907,                 1.3022,                0.52814,                 1.3024,              0.0046144,              0.0046144,              0.0046144
                    138,                0.71353,                0.34718,                0.91697,                0.92203,                0.88022,                0.93434,                 0.6197,                  1.293,                0.52768,                 1.2995,              0.0045748,              0.0045748,              0.0045748
                    139,                0.70088,                0.34011,                 0.9168,                 0.9094,                0.89319,                0.93507,                0.62011,                 1.2965,                0.52799,                 1.3094,              0.0045352,              0.0045352,              0.0045352
                    140,                0.69966,                0.34039,                0.91701,                0.91951,                0.88327,                  0.935,                0.62095,                 1.2949,                0.52949,                 1.3104,              0.0044956,              0.0044956,              0.0044956
                    141,                0.69617,                0.33563,                  0.914,                0.91037,                0.89169,                 0.9352,                0.62229,                 1.2954,                 0.5258,                  1.309,               0.004456,               0.004456,               0.004456
                    142,                0.68905,                0.33325,                0.91045,                0.91294,                0.88982,                0.93587,                0.62256,                 1.2963,                0.52466,                 1.3138,              0.0044164,              0.0044164,              0.0044164
                    143,                0.68639,                0.33431,                0.91649,                0.93131,                0.87192,                0.93495,                0.62467,                 1.2942,                 0.5283,                 1.3198,              0.0043768,              0.0043768,              0.0043768
                    144,                0.67791,                0.33022,                 0.9121,                0.92044,                0.88234,                0.93479,                0.62229,                 1.2947,                 0.5313,                 1.3084,              0.0043372,              0.0043372,              0.0043372
                    145,                0.67738,                0.33052,                0.91005,                0.93346,                0.87469,                0.93546,                0.62253,                 1.2942,                0.52961,                 1.3063,              0.0042976,              0.0042976,              0.0042976
                    146,                 0.6802,                0.33056,                0.90578,                0.92291,                 0.8862,                0.93607,                0.61905,                 1.2946,                0.52729,                 1.3094,               0.004258,               0.004258,               0.004258
                    147,                0.66556,                0.32368,                0.90669,                0.92447,                0.88536,                0.93663,                0.62342,                 1.2947,                0.52808,                 1.3061,              0.0042184,              0.0042184,              0.0042184
                    148,                0.67583,                0.32858,                0.90318,                0.92829,                0.88046,                0.93507,                0.62143,                 1.2981,                0.53096,                 1.2975,              0.0041788,              0.0041788,              0.0041788
                    149,                0.66809,                0.32629,                0.90045,                0.91792,                0.88979,                0.93344,                0.62308,                 1.2963,                0.52954,                 1.3028,              0.0041392,              0.0041392,              0.0041392
                    150,                0.66665,                0.32576,                0.90476,                0.91576,                 0.8927,                0.93684,                0.62408,                 1.2984,                0.53068,                  1.321,              0.0040996,              0.0040996,              0.0040996
                    151,                0.65993,                0.32316,                0.90318,                0.92788,                0.88093,                0.93437,                 0.6219,                 1.2979,                 0.5275,                 1.3322,                0.00406,                0.00406,                0.00406
                    152,                0.66127,                0.32429,                0.90518,                 0.9258,                0.88051,                0.93404,                0.62277,                 1.2954,                0.53058,                 1.3333,              0.0040204,              0.0040204,              0.0040204
                    153,                0.66297,                0.32587,                 0.9066,                0.93159,                0.87867,                0.93413,                0.62158,                 1.2958,                0.52888,                 1.3314,              0.0039808,              0.0039808,              0.0039808
                    154,                0.65914,                0.32465,                 0.9052,                0.92711,                0.88586,                0.93197,                0.61954,                  1.295,                0.53472,                 1.3365,              0.0039412,              0.0039412,              0.0039412
                    155,                0.64796,                0.31999,                0.90087,                0.92515,                0.88694,                0.93389,                0.62034,                 1.2958,                0.53388,                 1.3393,              0.0039016,              0.0039016,              0.0039016
                    156,                 0.6501,                0.31863,                0.90605,                0.92672,                0.88516,                0.93409,                0.62403,                 1.2958,                0.53468,                 1.3379,               0.003862,               0.003862,               0.003862
                    157,                0.63873,                0.31319,                0.89832,                 0.9224,                0.88919,                0.93296,                0.62402,                 1.2923,                0.53539,                 1.3426,              0.0038224,              0.0038224,              0.0038224
                    158,                 0.6425,                0.31548,                0.89951,                 0.9269,                0.88317,                0.93488,                0.62363,                 1.2947,                0.53867,                   1.34,              0.0037828,              0.0037828,              0.0037828
                    159,                0.62792,                0.30814,                0.89589,                0.91466,                0.89407,                  0.935,                0.62544,                 1.2955,                0.53692,                 1.3389,              0.0037432,              0.0037432,              0.0037432
                    160,                0.62972,                0.31289,                0.89613,                0.91819,                0.89157,                0.93384,                0.62315,                 1.2961,                 0.5321,                 1.3467,              0.0037036,              0.0037036,              0.0037036
                    161,                0.62363,                0.30805,                0.89406,                 0.9264,                0.88118,                0.93345,                0.62237,                 1.2971,                0.53875,                 1.3467,               0.003664,               0.003664,               0.003664
                    162,                0.62299,                0.30732,                0.89443,                0.92333,                0.88902,                0.93252,                0.62004,                 1.2984,                0.53461,                  1.346,              0.0036244,              0.0036244,              0.0036244
                    163,                0.62163,                0.30718,                0.89162,                0.92292,                0.89322,                0.93484,                0.62522,                 1.2936,                0.53532,                 1.3337,              0.0035848,              0.0035848,              0.0035848
                    164,                0.62897,                0.31272,                0.89115,                0.92026,                0.88995,                0.93315,                0.62477,                 1.2926,                0.53574,                 1.3234,              0.0035452,              0.0035452,              0.0035452
                    165,                0.61528,                0.30592,                0.88174,                0.92999,                0.88218,                0.93472,                0.62371,                 1.2915,                0.53503,                 1.3033,              0.0035056,              0.0035056,              0.0035056
                    166,                0.61458,                0.30428,                0.88133,                0.93247,                0.87619,                0.93341,                0.62211,                 1.2965,                0.53475,                 1.2947,               0.003466,               0.003466,               0.003466
                    167,                0.61684,                0.31003,                0.87891,                0.91417,                0.89537,                0.93595,                0.62665,                 1.2901,                0.53482,                 1.2829,              0.0034264,              0.0034264,              0.0034264
                    168,                 0.6068,                0.30122,                0.87675,                0.91998,                0.89571,                0.93546,                0.62773,                 1.2891,                0.53334,                 1.2826,              0.0033868,              0.0033868,              0.0033868
                    169,                0.60708,                0.30306,                 0.8807,                0.92261,                0.88963,                0.93533,                0.62552,                 1.2875,                0.53494,                 1.2963,              0.0033472,              0.0033472,              0.0033472
                    170,                0.59413,                0.29574,                0.87764,                0.92291,                0.89337,                0.93555,                0.62744,                 1.2841,                0.53376,                 1.3018,              0.0033076,              0.0033076,              0.0033076
                    171,                0.61481,                0.30228,                0.88476,                0.92332,                0.88672,                0.93312,                0.62563,                  1.287,                 0.5364,                 1.3073,               0.003268,               0.003268,               0.003268
                    172,                0.59522,                0.29677,                 0.8798,                 0.9345,                0.88181,                0.93326,                0.62498,                 1.2888,                0.53562,                 1.3174,              0.0032284,              0.0032284,              0.0032284
                    173,                0.59775,                0.29804,                0.88297,                 0.9274,                0.88843,                0.93277,                0.62484,                 1.2887,                0.53438,                  1.332,              0.0031888,              0.0031888,              0.0031888
                    174,                0.59817,                0.29889,                0.88743,                0.92564,                0.88594,                0.93286,                 0.6255,                 1.2864,                 0.5339,                 1.3455,              0.0031492,              0.0031492,              0.0031492
                    175,                0.59757,                0.30065,                0.88353,                  0.926,                0.88449,                0.93161,                0.62653,                 1.2867,                0.53861,                 1.3501,              0.0031096,              0.0031096,              0.0031096
                    176,                0.58579,                0.29131,                0.88321,                0.92667,                0.88834,                0.93268,                0.62491,                  1.287,                0.53901,                   1.35,                0.00307,                0.00307,                0.00307
                    177,                0.58721,                0.29356,                0.88144,                0.93139,                0.88577,                0.93455,                0.62742,                 1.2898,                0.53988,                  1.342,              0.0030304,              0.0030304,              0.0030304
                    178,                0.58758,                0.29485,                 0.8789,                0.93074,                0.88052,                0.93433,                0.62561,                   1.29,                0.53675,                  1.338,              0.0029908,              0.0029908,              0.0029908
                    179,                0.58223,                0.29203,                0.87956,                0.93586,                0.87897,                0.93465,                0.62648,                 1.2885,                0.53775,                 1.3374,              0.0029512,              0.0029512,              0.0029512
                    180,                0.58638,                0.29605,                0.87806,                0.93383,                0.88185,                0.93373,                0.62803,                 1.2851,                0.53734,                 1.3284,              0.0029116,              0.0029116,              0.0029116
                    181,                0.57643,                0.28934,                0.87716,                0.92741,                0.88335,                0.93399,                0.62815,                 1.2842,                0.54021,                 1.3309,               0.002872,               0.002872,               0.002872
                    182,                0.56894,                0.28741,                0.88067,                0.92611,                0.88136,                0.93305,                0.62604,                 1.2856,                0.54476,                 1.3438,              0.0028324,              0.0028324,              0.0028324
                    183,                 0.5773,                0.28907,                 0.8802,                0.93285,                0.87883,                0.93218,                0.62655,                 1.2844,                0.54287,                 1.3478,              0.0027928,              0.0027928,              0.0027928
                    184,                0.57138,                 0.2874,                0.87846,                0.92828,                0.87965,                0.93262,                0.62658,                 1.2863,                0.54098,                  1.349,              0.0027532,              0.0027532,              0.0027532
                    185,                0.57393,                0.28803,                0.87725,                0.93011,                0.88015,                0.93317,                0.62609,                 1.2875,                0.53848,                 1.3514,              0.0027136,              0.0027136,              0.0027136
                    186,                  0.558,                0.27943,                0.87022,                0.92585,                  0.886,                 0.9335,                0.62455,                 1.2892,                0.53868,                 1.3524,               0.002674,               0.002674,               0.002674
                    187,                0.56156,                0.28315,                 0.8705,                0.92726,                0.88399,                0.93392,                0.62608,                 1.2884,                0.53538,                 1.3499,              0.0026344,              0.0026344,              0.0026344
                    188,                0.56195,                0.28262,                  0.871,                0.93514,                0.87803,                0.93408,                  0.627,                  1.288,                 0.5365,                 1.3524,              0.0025948,              0.0025948,              0.0025948
                    189,                0.55599,                 0.2821,                0.87204,                 0.9295,                0.87927,                0.93213,                0.62632,                 1.2862,                0.53765,                  1.352,              0.0025552,              0.0025552,              0.0025552
                    190,                0.56061,                0.28426,                0.87282,                0.93312,                0.87765,                0.93352,                0.62638,                  1.286,                0.53927,                 1.3539,              0.0025156,              0.0025156,              0.0025156
                    191,                0.55329,                0.28159,                0.87207,                0.93918,                0.87205,                0.93416,                0.62729,                 1.2853,                0.54007,                 1.3589,               0.002476,               0.002476,               0.002476
                    192,                0.54705,                0.27717,                0.86983,                0.93506,                0.87841,                0.93575,                0.62883,                 1.2827,                0.53439,                 1.3594,              0.0024364,              0.0024364,              0.0024364
                    193,                0.54789,                0.27955,                0.86778,                0.92736,                0.88478,                0.93581,                0.62912,                  1.283,                0.53623,                 1.3587,              0.0023968,              0.0023968,              0.0023968
                    194,                0.54849,                0.27887,                0.86639,                0.92424,                0.88846,                0.93538,                0.62935,                 1.2831,                0.53668,                 1.3579,              0.0023572,              0.0023572,              0.0023572
                    195,                0.54101,                0.27695,                0.86435,                0.92236,                0.88856,                0.93514,                 0.6293,                 1.2841,                0.53673,                 1.3615,              0.0023176,              0.0023176,              0.0023176
                    196,                  0.541,                0.27378,                0.86896,                0.92265,                0.89009,                0.93584,                0.62963,                 1.2833,                0.53811,                 1.3616,               0.002278,               0.002278,               0.002278
                    197,                0.54056,                0.27589,                0.86596,                0.92287,                0.89078,                0.93695,                0.63053,                 1.2815,                 0.5359,                 1.3584,              0.0022384,              0.0022384,              0.0022384
                    198,                0.53903,                0.27557,                0.86379,                0.92467,                0.89053,                0.93699,                0.62947,                 1.2819,                0.53453,                 1.3577,              0.0021988,              0.0021988,              0.0021988
                    199,                 0.5331,                0.27335,                0.86141,                 0.9345,                 0.8821,                0.93715,                0.62987,                 1.2837,                0.53584,                 1.3578,              0.0021592,              0.0021592,              0.0021592
                    200,                0.53123,                 0.2697,                0.86026,                0.93092,                0.88576,                0.93709,                0.63047,                 1.2842,                0.53696,                 1.3554,              0.0021196,              0.0021196,              0.0021196
                    201,                0.52181,                0.26673,                 0.8603,                 0.9309,                0.88613,                0.93619,                0.63118,                 1.2841,                0.53875,                  1.352,                0.00208,                0.00208,                0.00208
                    202,                0.52873,                0.27264,                0.86009,                0.93878,                0.87954,                0.93652,                0.63038,                 1.2838,                0.53799,                 1.3494,              0.0020404,              0.0020404,              0.0020404
                    203,                 0.5239,                0.26768,                0.85876,                0.92987,                0.88596,                0.93585,                 0.6298,                  1.284,                0.53787,                 1.3475,              0.0020008,              0.0020008,              0.0020008
                    204,                0.52864,                 0.2692,                0.85761,                 0.9246,                0.88655,                0.93617,                0.63072,                  1.283,                0.54257,                 1.3474,              0.0019612,              0.0019612,              0.0019612
                    205,                0.51878,                0.26571,                0.85917,                0.93031,                0.88385,                0.93636,                0.63206,                  1.283,                0.54162,                 1.3491,              0.0019216,              0.0019216,              0.0019216
                    206,                0.51944,                0.26733,                0.85776,                0.92393,                0.89079,                0.93598,                0.63148,                 1.2824,                0.54378,                 1.3508,               0.001882,               0.001882,               0.001882
                    207,                  0.511,                0.26358,                0.85499,                  0.926,                0.88602,                0.93424,                0.63014,                 1.2815,                0.54265,                 1.3482,              0.0018424,              0.0018424,              0.0018424
                    208,                0.50928,                0.26144,                0.85116,                0.91913,                0.89062,                0.93357,                 0.6291,                 1.2806,                0.54281,                 1.3425,              0.0018028,              0.0018028,              0.0018028
                    209,                0.51455,                0.26513,                0.85551,                0.92545,                0.88895,                0.93399,                0.63033,                 1.2812,                0.54241,                 1.3428,              0.0017632,              0.0017632,              0.0017632
                    210,                0.50622,                0.26141,                0.85147,                 0.9229,                0.89025,                0.93419,                0.63026,                 1.2815,                0.54353,                 1.3428,              0.0017236,              0.0017236,              0.0017236
                    211,                0.50816,                0.26191,                0.85191,                0.93105,                0.88139,                0.93349,                0.62968,                 1.2812,                0.54668,                 1.3387,               0.001684,               0.001684,               0.001684
                    212,                0.50833,                0.26423,                0.85232,                0.93484,                0.87879,                0.93355,                0.63013,                 1.2802,                0.54869,                 1.3345,              0.0016444,              0.0016444,              0.0016444
                    213,                0.49318,                0.25691,                0.84666,                 0.9334,                0.87961,                0.93246,                0.62956,                 1.2816,                0.54797,                 1.3336,              0.0016048,              0.0016048,              0.0016048
                    214,                0.49495,                0.25492,                0.84669,                0.93408,                0.87978,                0.93391,                0.63043,                 1.2813,                0.54635,                 1.3337,              0.0015652,              0.0015652,              0.0015652
                    215,                0.50049,                0.26122,                0.85292,                0.93269,                0.88034,                0.93346,                0.63091,                 1.2806,                 0.5452,                 1.3341,              0.0015256,              0.0015256,              0.0015256
                    216,                 0.4951,                0.25719,                0.84896,                0.93586,                0.87883,                0.93413,                0.63105,                 1.2805,                 0.5443,                 1.3375,               0.001486,               0.001486,               0.001486
                    217,                0.49649,                0.25883,                0.85375,                0.93564,                0.87776,                0.93332,                0.63118,                 1.2801,                 0.5442,                 1.3411,              0.0014464,              0.0014464,              0.0014464
                    218,                0.48937,                0.25082,                0.85117,                0.93137,                 0.8849,                 0.9343,                0.63128,                 1.2802,                0.54298,                 1.3437,              0.0014068,              0.0014068,              0.0014068
                    219,                0.48796,                0.25328,                0.84913,                0.92857,                0.88636,                0.93467,                0.63093,                   1.28,                0.54392,                 1.3462,              0.0013672,              0.0013672,              0.0013672
                    220,                0.49109,                0.25463,                0.84845,                0.92878,                0.88523,                0.93393,                0.63083,                 1.2798,                0.54617,                 1.3491,              0.0013276,              0.0013276,              0.0013276
                    221,                0.49014,                0.25353,                0.84869,                0.92881,                0.88502,                0.93381,                0.63079,                  1.279,                0.54781,                 1.3495,               0.001288,               0.001288,               0.001288
                    222,                0.48099,                0.24799,                0.84919,                0.92691,                0.88598,                 0.9336,                0.63094,                 1.2795,                0.54815,                 1.3524,              0.0012484,              0.0012484,              0.0012484
                    223,                0.47397,                0.24575,                0.84731,                 0.9283,                0.88496,                0.93321,                0.63039,                 1.2796,                0.54907,                 1.3547,              0.0012088,              0.0012088,              0.0012088
                    224,                0.48052,                0.24724,                0.84932,                0.92956,                0.88241,                0.93298,                0.63065,                 1.2791,                0.55101,                 1.3558,              0.0011692,              0.0011692,              0.0011692
                    225,                0.47793,                0.24895,                0.84855,                0.92731,                0.88347,                0.93217,                0.63005,                 1.2792,                0.55016,                 1.3573,              0.0011296,              0.0011296,              0.0011296
                    226,                0.47541,                0.24599,                0.84658,                0.93173,                0.87947,                0.93203,                0.62986,                 1.2792,                0.55076,                 1.3581,                0.00109,                0.00109,                0.00109
                    227,                0.47386,                0.24749,                0.84703,                0.93068,                0.88071,                0.93211,                0.62927,                  1.279,                0.55053,                 1.3588,              0.0010504,              0.0010504,              0.0010504
                    228,                0.47049,                0.24653,                0.84631,                0.93306,                 0.8794,                0.93254,                0.62966,                 1.2786,                0.55062,                 1.3596,              0.0010108,              0.0010108,              0.0010108
                    229,                0.46651,                0.24556,                0.84587,                0.93512,                0.87672,                0.93227,                0.63038,                 1.2786,                0.55194,                 1.3598,              0.0009712,              0.0009712,              0.0009712
                    230,                0.46551,                0.24416,                0.84387,                0.93488,                0.87822,                  0.933,                 0.6312,                 1.2787,                0.55213,                 1.3596,              0.0009316,              0.0009316,              0.0009316
                    231,                0.46407,                0.24253,                0.84404,                0.93491,                0.87772,                0.93329,                0.63224,                 1.2781,                0.55222,                 1.3591,               0.000892,               0.000892,               0.000892
                    232,                0.45796,                0.24324,                0.84119,                0.92943,                0.88265,                0.93288,                0.63187,                 1.2781,                0.55261,                 1.3589,              0.0008524,              0.0008524,              0.0008524
                    233,                0.46206,                0.24328,                  0.846,                0.92708,                0.88426,                0.93237,                 0.6319,                 1.2785,                0.55353,                 1.3596,              0.0008128,              0.0008128,              0.0008128
                    234,                 0.4606,                0.24156,                0.84285,                0.92854,                0.88302,                0.93247,                0.63197,                 1.2788,                0.55452,                 1.3614,              0.0007732,              0.0007732,              0.0007732
                    235,                0.45832,                0.24093,                0.84489,                0.92797,                0.88223,                0.93278,                0.63175,                  1.279,                0.55539,                 1.3634,              0.0007336,              0.0007336,              0.0007336
                    236,                0.45138,                0.23779,                0.84101,                0.92786,                0.88334,                0.93288,                0.63234,                 1.2791,                0.55554,                  1.365,               0.000694,               0.000694,               0.000694
                    237,                0.45099,                0.23831,                0.83812,                0.92922,                0.88298,                0.93303,                0.63276,                 1.2781,                0.55495,                 1.3659,              0.0006544,              0.0006544,              0.0006544
                    238,                0.45154,                0.23864,                0.84237,                0.92984,                0.88296,                0.93321,                0.63337,                 1.2778,                 0.5548,                  1.367,              0.0006148,              0.0006148,              0.0006148
                    239,                0.45097,                0.23844,                0.84253,                   0.93,                0.88294,                0.93312,                0.63331,                 1.2772,                0.55437,                 1.3679,              0.0005752,              0.0005752,              0.0005752
                    240,                0.45122,                0.23805,                0.84259,                 0.9324,                0.88007,                0.93343,                0.63314,                 1.2767,                0.55414,                 1.3681,              0.0005356,              0.0005356,              0.0005356
                    241,                 0.4361,                0.21045,                0.83131,                0.93286,                0.88101,                0.93363,                0.63373,                 1.2762,                0.55392,                 1.3712,               0.000496,               0.000496,               0.000496
                    242,                0.40676,                0.20165,                0.81962,                0.93225,                0.88189,                0.93361,                0.63417,                 1.2756,                0.55432,                 1.3734,              0.0004564,              0.0004564,              0.0004564
                    243,                 0.4011,                0.19862,                0.81859,                0.93263,                0.88229,                  0.934,                0.63502,                 1.2751,                0.55461,                 1.3742,              0.0004168,              0.0004168,              0.0004168
                    244,                0.39861,                0.19741,                0.81748,                0.93157,                0.88292,                0.93448,                0.63584,                 1.2743,                0.55513,                 1.3744,              0.0003772,              0.0003772,              0.0003772
                    245,                0.39127,                0.19502,                0.81869,                0.92837,                0.88659,                0.93477,                 0.6366,                 1.2738,                0.55563,                 1.3746,              0.0003376,              0.0003376,              0.0003376
                    246,                0.38808,                0.19393,                0.81454,                0.92779,                0.88637,                0.93536,                0.63763,                  1.273,                0.55678,                 1.3752,               0.000298,               0.000298,               0.000298
                    247,                0.38637,                0.19301,                0.81576,                 0.9291,                0.88489,                0.93527,                0.63789,                 1.2726,                0.55823,                 1.3758,              0.0002584,              0.0002584,              0.0002584
                    248,                0.38307,                0.19171,                0.81408,                0.92861,                0.88516,                0.93543,                0.63754,                 1.2724,                0.55883,                 1.3762,              0.0002188,              0.0002188,              0.0002188
                    249,                0.38685,                0.19401,                0.81346,                0.92825,                0.88565,                0.93559,                0.63791,                 1.2725,                 0.5592,                 1.3764,              0.0001792,              0.0001792,              0.0001792
                    250,                0.38361,                0.19371,                0.81678,                0.92945,                 0.8846,                0.93567,                0.63868,                  1.272,                0.55932,                 1.3769,              0.0001396,              0.0001396,              0.0001396
